Timeguessr Day,Timeguessr Round,Michael Total Score,Michael Round Score,Michael Geography,Michael Geography Distance,Michael Time,Michael Time Distance,Michael Time Guessed,Michael Time Score,Michael Geography Score,Michael Geography Score (Min),Michael Geography Score (Max)
909,5,48352,,OO%,168.5,OOO,,1972.0,,4996.63,4996.63,4996.63
914,1,40699,,OXX,580000.0,OXX,,1978.0,,3920.0,3920.0,3920.0
914,2,40699,,OO%,3900.0,OO%,,2020.0,,4917.6,4917.6,4917.6
914,3,40699,,%XX,1186700.0,OO%,,1961.0,,2906.65,2906.65,2906.65
914,4,40699,,OO%,9000.0,O%X,,1980.0,,4864.0,4864.0,4864.0
914,5,40699,,OXX,359700.0,OOX,,1994.0,,4140.3,4140.3,4140.3
915,1,41446,,OO%,747.4,O%X,,1960.0,,4985.052,4985.052,4985.052
915,2,41446,,OO%,4000.0,OO%,,2020.0,,4916.0,4916.0,4916.0
915,3,41446,,OOO,30.6,%XX,,1960.0,,5000.0,5000.0,5000.0
915,4,41446,,OO%,316.0,OXX,,1972.0,,4993.68,4993.68,4993.68
915,5,41446,,OO%,5000.0,OO%,,1991.0,,4900.0,4900.0,4900.0
916,1,44326,,OO%,1200.0,O%X,,1952.0,,4960.8,4960.8,4960.8
916,2,44326,,OO%,4200.0,O%X,,1990.0,,4912.8,4912.8,4912.8
916,3,44326,,OO%,21300.0,OOX,,1927.0,,4814.8,4814.8,4814.8
916,4,44326,,OXX,632900.0,OOO,,1974.0,,3867.1,3867.1,3867.1
916,5,44326,,OO%,7300.0,OOX,,1995.0,,4870.8,4870.8,4870.8
917,1,46219,,OO%,5700.0,OOO,,2008.0,,4877.2,4877.2,4877.2
917,2,46219,,OO%,1800.0,OOO,,1945.0,,4951.2,4951.2,4951.2
917,3,46219,,OO%,182.2,OO%,,1960.0,,4996.356,4996.356,4996.356
917,4,46219,,OXX,699200.0,O%X,,1967.0,,3800.8,3800.8,3800.8
917,5,46219,,OO%,2300.0,OOX,,1996.0,,4943.2,4943.2,4943.2
918,1,43751,,OXX,326400.0,OOX,,1968.0,,4173.6,4173.6,4173.6
918,2,43751,,OO%,1100.0,OOO,,1999.0,,4962.4,4962.4,4962.4
918,3,43751,,OO%,159.7,OOO,,1908.0,,4996.806,4996.806,4996.806
918,4,43751,,OO%,155.0,OXX,,1973.0,,4996.9,4996.9,4996.9
918,5,43751,,OO%,3700.0,O%X,,2019.0,,4920.8,4920.8,4920.8
921,1,41245,,OO%,5700.0,OOX,,1963.0,,4877.2,4877.2,4877.2
921,2,41245,,OO%,5400.0,OXX,,1926.0,,4878.4,4878.4,4878.4
921,3,41245,,%XX,1139900.0,OOO,,2015.0,,2930.05,2930.05,2930.05
921,4,41245,,OO%,1100.0,O%X,,1903.0,,4962.4,4962.4,4962.4
921,5,41245,,OO%,149.4,O%X,,1958.0,,4997.012,4997.012,4997.012
922,1,41867,,OO%,140.1,O%X,,1973.0,,4997.198,4997.198,4997.198
922,2,41867,,O%X,215100.0,OOX,,2019.0,,4284.9,4284.9,4284.9
922,3,41867,,OO%,351.5,OOO,,1996.0,,4992.97,4992.97,4992.97
922,4,41867,,OO%,383.4,O%X,,1937.0,,4992.332,4992.332,4992.332
922,5,41867,,OOO,6.3,%XX,,1968.0,,5000.0,5000.0,5000.0
923,1,40524,,OO%,878.9,OOX,,1968.0,,4982.422,4982.422,4982.422
923,2,40524,,OO%,805.6,OXX,,1958.0,,4983.888,4983.888,4983.888
923,3,40524,,OO%,99.8,OO%,,2025.0,,4998.004,4998.004,4998.004
923,4,40524,,OOX,74500.0,OXX,,1983.0,,4602.0,4602.0,4602.0
923,5,40524,,XXX,2226000.0,OO%,,1953.0,,1758.0742,1758.0742,1758.0742
924,1,45132,,OO%,270.0,OO%,,1932.0,,4994.6,4994.6,4994.6
924,2,45132,,OO%,1200.0,OOX,,1977.0,,4960.8,4960.8,4960.8
924,3,45132,,OO%,16800.0,OOO,,2025.0,,4832.8,4832.8,4832.8
924,4,45132,,OO%,1300.0,OXX,,1964.0,,4959.2,4959.2,4959.2
924,5,45132,,OXX,664100.0,OO%,,1908.0,,3835.9,3835.9,3835.9
925,1,43840,,OOX,79100.0,OOX,,2019.0,,4583.6,4583.6,4583.6
925,2,43840,,%XX,1152300.0,OO%,,2009.0,,2923.85,2923.85,2923.85
925,3,43840,,OO%,5100.0,OOO,,2025.0,,4879.6,4879.6,4879.6
925,4,43840,,OXX,324500.0,O%X,,1980.0,,4175.5,4175.5,4175.5
925,5,43840,,OOX,55900.0,OOX,,1953.0,,4676.4,4676.4,4676.4
928,1,35472,,OXX,416900.0,XXX,,1987.0,,4083.1,4083.1,4083.1
928,2,35472,,OO%,6100.0,O%X,,1969.0,,4875.6,4875.6,4875.6
928,3,35472,,O%X,111700.0,OOX,,2005.0,,4388.3,4388.3,4388.3
928,4,35472,,OO%,3300.0,OXX,,1987.0,,4927.2,4927.2,4927.2
928,5,35472,,OO%,90.6,OXX,,1972.0,,4998.188,4998.188,4998.188
929,1,37181,,OO%,58.4,OOO,,2014.0,,4998.832,4998.832,4998.832
929,2,37181,,XXX,2117700.0,OXX,,1963.0,,1794.17059,1794.17059,1794.17059
929,3,37181,,OXX,404700.0,OXX,,1952.0,,4095.3,4095.3,4095.3
929,4,37181,,OO%,66.2,OXX,,1973.0,,4998.676,4998.676,4998.676
929,5,37181,,OO%,323.6,OO%,,1956.0,,4993.528,4993.528,4993.528
930,1,45177,,OO%,3500.0,OOO,,2025.0,,4924.0,4924.0,4924.0
930,2,45177,,O%X,102800.0,OXX,,1908.0,,4397.2,4397.2,4397.2
930,3,45177,,OO%,325.0,O%X,,1962.0,,4993.5,4993.5,4993.5
930,4,45177,,OO%,4200.0,OOX,,1980.0,,4912.8,4912.8,4912.8
930,5,45177,,OO%,52.9,OO%,,2016.0,,4998.942,4998.942,4998.942
931,1,39962,,OOX,90500.0,OO%,,2025.0,,4538.0,4538.0,4538.0
931,2,39962,,OO%,8700.0,OXX,,1934.0,,4865.2,4865.2,4865.2
931,3,39962,,OXX,391000.0,OXX,,1956.0,,4109.0,4109.0,4109.0
931,4,39962,,OOO,46.8,OOO,,1955.0,,5000.0,5000.0,5000.0
931,5,39962,,OOO,7.5,OXX,,1970.0,,5000.0,5000.0,5000.0
932,1,43517,,O%X,213000.0,OXX,,1964.0,,4287.0,4287.0,4287.0
932,2,43517,,OOO,11.4,OOO,,2023.0,,5000.0,5000.0,5000.0
932,3,43517,,OOO,10.9,OOX,,1980.0,,5000.0,5000.0,5000.0
932,4,43517,,OO%,3100.0,OXX,,1969.0,,4930.4,4930.4,4930.4
932,5,43517,,OOO,4.3,OOO,,2025.0,,5000.0,5000.0,5000.0
935,1,42701,,OOX,57900.0,O%X,,2018.0,,4668.4,4668.4,4668.4
935,2,42701,,OOO,7.6,%XX,,1959.0,,5000.0,5000.0,5000.0
935,3,42701,,OO%,127.8,OO%,,1953.0,,4997.444,4997.444,4997.444
935,4,42701,,OO%,575.8,O%X,,1970.0,,4988.484,4988.484,4988.484
935,5,42701,,OO%,108.7,OO%,,2012.0,,4997.826,4997.826,4997.826
936,1,46171,,OOX,55800.0,O%X,,2019.0,,4676.8,4676.8,4676.8
936,2,46171,,OXX,315300.0,OOO,,1962.0,,4184.7,4184.7,4184.7
936,3,46171,,OOO,42.5,OOX,,1975.0,,5000.0,5000.0,5000.0
936,4,46171,,OO%,392.3,OOO,,1904.0,,4992.154,4992.154,4992.154
936,5,46171,,OOX,95800.0,OOX,,1994.0,,4516.8,4516.8,4516.8
937,1,41127,,OO%,10100.0,O%X,,1955.0,,4859.6,4859.6,4859.6
937,2,41127,,OOO,2.0,OOO,,2025.0,,5000.0,5000.0,5000.0
937,3,41127,,OO%,59.1,OXX,,2018.0,,4998.818,4998.818,4998.818
937,4,41127,,OXX,430900.0,OOX,,1975.0,,4069.1,4069.1,4069.1
937,5,41127,,OO%,58.6,OXX,,1956.0,,4998.828,4998.828,4998.828
939,1,38753,,OO%,5300.0,OOO,,2015.0,,4878.8,4878.8,4878.8
939,2,38753,,%XX,1029300.0,XXX,,1918.0,,2985.35,2985.35,2985.35
939,3,38753,,O%X,242800.0,OOO,,1942.0,,4257.2,4257.2,4257.2
939,4,38753,,OO%,1100.0,O%X,,1936.0,,4962.4,4962.4,4962.4
939,5,38753,,OO%,7700.0,O%X,,2018.0,,4869.2,4869.2,4869.2
942,1,37547,,%XX,1538600.0,OOO,,2025.0,,2730.7,2730.7,2730.7
942,2,37547,,OXX,360100.0,XXX,,1973.0,,4139.9,4139.9,4139.9
942,3,37547,,OO%,1500.0,O%X,,1924.0,,4956.0,4956.0,4956.0
942,4,37547,,OOO,42.3,OO%,,2019.0,,5000.0,5000.0,5000.0
942,5,37547,,OO%,7600.0,OXX,,1955.0,,4869.6,4869.6,4869.6
943,1,42930,,OO%,569.3,OO%,,1965.0,,4988.614,4988.614,4988.614
943,2,42930,,OO%,2500.0,OOO,,1985.0,,4940.0,4940.0,4940.0
943,3,42930,,OXX,555500.0,OXX,,1949.0,,3944.5,3944.5,3944.5
943,4,42930,,OO%,1100.0,OOX,,1957.0,,4962.4,4962.4,4962.4
943,5,42930,,OO%,347.0,OXX,,1976.0,,4993.06,4993.06,4993.06
944,1,44144,,OOO,13.4,OOO,,2000.0,,5000.0,5000.0,5000.0
944,2,44144,,OO%,1800.0,OXX,,1980.0,,4951.2,4951.2,4951.2
944,3,44144,,OXX,474400.0,OOX,,1989.0,,4025.6,4025.6,4025.6
944,4,44144,,O%X,181100.0,OOX,,2002.0,,4318.9,4318.9,4318.9
944,5,44144,,OO%,101.3,OO%,,1970.0,,4997.974,4997.974,4997.974
949,1,48188,,OOO,21.3,OOX,,1964.0,,5000.0,5000.0,5000.0
949,2,48188,,OOO,8.9,OO%,,1986.0,,5000.0,5000.0,5000.0
949,3,48188,,OO%,2100.0,OOO,,1992.0,,4946.4,4946.4,4946.4
949,4,48188,,OO%,32600.0,OOX,,2014.0,,4769.6,4769.6,4769.6
949,5,48188,,OO%,3600.0,OOO,,1969.0,,4922.4,4922.4,4922.4
950,1,42527,,OOO,5.9,OOO,,2017.0,,5000.0,5000.0,5000.0
950,2,42527,,OO%,85.0,OO%,,2023.0,,4998.3,4998.3,4998.3
950,3,42527,,OO%,1500.0,O%X,,1932.0,,4956.0,4956.0,4956.0
950,4,42527,,OO%,3200.0,OXX,,1963.0,,4928.8,4928.8,4928.8
950,5,42527,,OO%,2300.0,OXX,,1960.0,,4943.2,4943.2,4943.2
951,1,40327,,OO%,930.1,OXX,,1953.0,,4981.398,4981.398,4981.398
951,2,40327,,OO%,924.5,OOO,,2015.0,,4981.51,4981.51,4981.51
951,3,40327,,OOO,13.0,%XX,,1956.0,,5000.0,5000.0,5000.0
951,4,40327,,OXX,483400.0,O%X,,1974.0,,4016.6,4016.6,4016.6
951,5,40327,,OO%,2100.0,OOO,,2025.0,,4946.4,4946.4,4946.4
952,1,48749,,OO%,705.8,OOX,,1969.0,,4985.884,4985.884,4985.884
952,2,48749,,O%X,110500.0,OO%,,1919.0,,4389.5,4389.5,4389.5
952,3,48749,,OOO,34.7,OOO,,2009.0,,5000.0,5000.0,5000.0
952,4,48749,,OO%,5800.0,OO%,,1997.0,,4876.8,4876.8,4876.8
952,5,48749,,OO%,171.6,OOO,,1988.0,,4996.568,4996.568,4996.568
953,1,35075,,OOO,11.8,OOO,,1995.0,,5000.0,5000.0,5000.0
953,2,35075,,OO%,2600.0,OOX,,1940.0,,4938.4,4938.4,4938.4
953,3,35075,,OO%,2400.0,%XX,,1953.0,,4941.6,4941.6,4941.6
953,4,35075,,OXX,530000.0,%XX,,2024.0,,3970.0,3970.0,3970.0
953,5,35075,,OO%,3500.0,XXX,,1926.0,,4924.0,4924.0,4924.0
956,1,37740,,OOX,87900.0,OO%,,2019.0,,4548.4,4548.4,4548.4
956,2,37740,,O%X,183800.0,OO%,,1978.0,,4316.2,4316.2,4316.2
956,3,37740,,OOX,61400.0,OXX,,1933.0,,4654.4,4654.4,4654.4
956,4,37740,,OO%,942.8,XXX,,1987.0,,4981.144,4981.144,4981.144
956,5,37740,,OO%,496.8,OXX,,2026.0,,4990.064,4990.064,4990.064
957,1,42979,,OO%,1600.0,OOX,,1962.0,,4954.4,4954.4,4954.4
957,2,42979,,OO%,1300.0,OOX,,1965.0,,4959.2,4959.2,4959.2
957,3,42979,,OO%,409.6,OO%,,2010.0,,4991.808,4991.808,4991.808
957,4,42979,,OO%,2800.0,XXX,,1973.0,,4935.2,4935.2,4935.2
957,5,42979,,OO%,626.4,OOX,,1907.0,,4987.472,4987.472,4987.472
958,1,45113,,OOO,35.9,O%X,,1982.0,,5000.0,5000.0,5000.0
958,2,45113,,OOX,73000.0,OO%,,1979.0,,4608.0,4608.0,4608.0
958,3,45113,,OXX,538700.0,O%X,,1964.0,,3961.3,3961.3,3961.3
958,4,45113,,OOX,47400.0,OO%,,2020.0,,4710.4,4710.4,4710.4
958,5,45113,,OO%,775.1,OO%,,1993.0,,4984.498,4984.498,4984.498
959,1,40394,,OXX,601900.0,OOX,,1959.0,,3898.1,3898.1,3898.1
959,2,40394,,OO%,440.6,%XX,,1944.0,,4991.188,4991.188,4991.188
959,3,40394,,OOO,48.4,OO%,,2021.0,,5000.0,5000.0,5000.0
959,4,40394,,OO%,78.1,OOO,,1958.0,,4998.438,4998.438,4998.438
959,5,40394,,OO%,1400.0,%XX,,1932.0,,4957.6,4957.6,4957.6
960,1,47054,,OO%,530.5,OOO,,1978.0,,4989.39,4989.39,4989.39
960,2,47054,,OO%,2100.0,OOO,,1970.0,,4946.4,4946.4,4946.4
960,3,47054,,OOO,35.0,OO%,,2023.0,,5000.0,5000.0,5000.0
960,4,47054,,OOO,15.6,O%X,,1909.0,,5000.0,5000.0,5000.0
960,5,47054,,OO%,7700.0,O%X,,1962.0,,4869.2,4869.2,4869.2
964,1,46967,,OOO,25.8,OOO,,1988.0,,5000.0,5000.0,5000.0
964,2,46967,,OO%,294.4,OO%,,1961.0,,4994.112,4994.112,4994.112
964,3,46967,,OOX,90800.0,OOX,,1970.0,,4536.8,4536.8,4536.8
964,4,46967,,OOO,2.4,OOO,,1942.0,,5000.0,5000.0,5000.0
964,5,46967,,OXX,513500.0,O%X,,2019.0,,3986.5,3986.5,3986.5
965,1,48790,,OO%,1600.0,OOO,,2021.0,,4954.4,4954.4,4954.4
965,2,48790,,OO%,1500.0,OOX,,1950.0,,4956.0,4956.0,4956.0
965,3,48790,,OO%,105.0,OOO,,1973.0,,4997.9,4997.9,4997.9
965,4,48790,,OO%,839.6,OOO,,2010.0,,4983.208,4983.208,4983.208
965,5,48790,,OOO,11.9,OOX,,1925.0,,5000.0,5000.0,5000.0
966,1,44032,,OO%,4800.0,OO%,,2016.0,,4903.2,4903.2,4903.2
966,2,44032,,OOO,9.7,OXX,,1970.0,,5000.0,5000.0,5000.0
966,3,44032,,OO%,4300.0,O%X,,1968.0,,4911.2,4911.2,4911.2
966,4,44032,,O%X,148000.0,OOO,,1990.0,,4352.0,4352.0,4352.0
966,5,44032,,OXX,483000.0,OOO,,1939.0,,4017.0,4017.0,4017.0
