Timeguessr Day,Timeguessr Round,Sarah Total Score,Sarah Round Score,Sarah Geography,Sarah Geography Distance,Sarah Time,Sarah Time Distance,Sarah Time Guessed,Sarah Time Score,Sarah Geography Score,Sarah Geography Score (Min),Sarah Geography Score (Max)
868,1,31389,,XXX,,XXX,,,,,12.0,2499.0
868,2,31389,,OXX,,OXX,,,,,3500.0,4249.0
868,3,31389,,OO%,,O%X,,,,,4750.0,4999.0
868,4,31389,,OO%,,O%X,,,,,4750.0,4999.0
868,5,31389,,%XX,,OOO,,,,,2500.0,3499.0
872,1,35245,,OO%,1500.0,OOX,,1962.0,,4956.0,4956.0,4956.0
872,2,35245,,OO%,246.0,O%X,,1906.0,,4995.08,4995.08,4995.08
872,3,35245,,XXX,6411000.0,OXX,,2017.0,,12.0,12.0,12.0
872,4,35245,,OO%,646.0,OOX,,2014.0,,4987.08,4987.08,4987.08
872,5,35245,,OXX,305000.0,%XX,,1930.0,,4195.0,4195.0,4195.0
873,1,42487,,OOO,17.4,OO%,,1965.0,,5000.0,5000.0,5000.0
873,2,42487,,OOO,25.0,O%X,,1953.0,,5000.0,5000.0,5000.0
873,3,42487,,OO%,745.0,OOX,,1995.0,,4985.1,4985.1,4985.1
873,4,42487,,OO%,493.0,OO%,,2015.0,,4990.14,4990.14,4990.14
873,5,42487,,OO%,4300.0,XXX,,1926.0,,4911.2,4911.2,4911.2
874,1,36435,,OXX,339300.0,O%X,,2018.0,,4160.7,4160.7,4160.7
874,2,36435,,OO%,657.0,O%X,,1995.0,,4986.86,4986.86,4986.86
874,3,36435,,OO%,1400.0,OOX,,1960.0,,4957.6,4957.6,4957.6
874,4,36435,,XXX,9682000.0,OOO,,2024.0,,12.0,12.0,12.0
874,5,36435,,OO%,3900.0,%XX,,1944.0,,4917.6,4917.6,4917.6
875,1,41458,,OO%,534.0,OOO,,1962.0,,4989.32,4989.32,4989.32
875,2,41458,,O%X,132000.0,OXX,,1995.0,,4368.0,4368.0,4368.0
875,3,41458,,OO%,11000.0,OXX,,1955.0,,4856.0,4856.0,4856.0
875,4,41458,,O%X,107000.0,O%X,,1962.0,,4393.0,4393.0,4393.0
875,5,41458,,OO%,1700.0,OOO,,2015.0,,4952.8,4952.8,4952.8
876,1,40175,,OO%,560.0,O%X,,1988.0,,4988.8,4988.8,4988.8
876,2,40175,,OXX,464000.0,OOX,,1950.0,,4036.0,4036.0,4036.0
876,3,40175,,OXX,550000.0,XXX,,1953.0,,3950.0,3950.0,3950.0
876,4,40175,,OO%,1100.0,OO%,,1960.0,,4962.4,4962.4,4962.4
876,5,40175,,OO%,439.0,OOX,,2005.0,,4991.22,4991.22,4991.22
879,1,43083,,XXX,2031000.0,OOO,,1967.0,,1823.0677,1823.0677,1823.0677
879,2,43083,,OO%,1500.0,OXX,,2024.0,,4956.0,4956.0,4956.0
879,3,43083,,OO%,2400.0,OO%,,1940.0,,4941.6,4941.6,4941.6
879,4,43083,,OOO,37.0,OOO,,1911.0,,5000.0,5000.0,5000.0
879,5,43083,,OO%,22500.0,OOX,,1988.0,,4810.0,4810.0,4810.0
880,1,40221,,OO%,53.0,OOO,,1945.0,,4998.94,4998.94,4998.94
880,2,40221,,OXX,395000.0,OXX,,1962.0,,4105.0,4105.0,4105.0
880,3,40221,,OO%,6000.0,OXX,,2016.0,,4876.0,4876.0,4876.0
880,4,40221,,OO%,1800.0,OXX,,1955.0,,4951.2,4951.2,4951.2
880,5,40221,,OO%,15200.0,OO%,,2005.0,,4839.2,4839.2,4839.2
881,1,45010,,OO%,484.0,OO%,,2011.0,,4990.32,4990.32,4990.32
881,2,45010,,OOX,53000.0,OO%,,2024.0,,4688.0,4688.0,4688.0
881,3,45010,,OO%,265.0,%XX,,1975.0,,4994.7,4994.7,4994.7
881,4,45010,,OO%,5800.0,OO%,,1990.0,,4876.8,4876.8,4876.8
881,5,45010,,OO%,35000.0,OOO,,1950.0,,4760.0,4760.0,4760.0
882,1,40329,,OO%,3300.0,OOX,,1971.0,,4927.2,4927.2,4927.2
882,2,40329,,OO%,4500.0,OXX,,2005.0,,4908.0,4908.0,4908.0
882,3,40329,,OOX,42900.0,OOX,,1951.0,,4728.4,4728.4,4728.4
882,4,40329,,OO%,785.4,OXX,,1954.0,,4984.292,4984.292,4984.292
882,5,40329,,O%X,219100.0,O%X,,1914.0,,4280.9,4280.9,4280.9
883,1,41364,,OO%,246.2,O%X,,1931.0,,4995.076,4995.076,4995.076
883,2,41364,,OOX,75600.0,O%X,,2017.0,,4597.6,4597.6,4597.6
883,3,41364,,OXX,486900.0,OO%,,1944.0,,4013.1,4013.1,4013.1
883,4,41364,,OXX,803800.0,OO%,,1976.0,,3696.2,3696.2,3696.2
883,5,41364,,OXX,388000.0,O%X,,1953.0,,4112.0,4112.0,4112.0
886,1,38735,,OO%,1300.0,OOO,,1990.0,,4959.2,4959.2,4959.2
886,2,38735,,OO%,9600.0,OXX,,1940.0,,4861.6,4861.6,4861.6
886,3,38735,,XXX,12640000.0,OOX,,1913.0,,12.0,12.0,12.0
886,4,38735,,OO%,23700.0,OXX,,1990.0,,4805.2,4805.2,4805.2
886,5,38735,,OO%,95.9,OOO,,1918.0,,4998.082,4998.082,4998.082
887,1,38086,,OXX,283000.0,O%X,,2025.0,,4217.0,4217.0,4217.0
887,2,38086,,OO%,372.0,OXX,,1983.0,,4992.56,4992.56,4992.56
887,3,38086,,OO%,99.7,O%X,,1950.0,,4998.006,4998.006,4998.006
887,4,38086,,OO%,664.0,OOO,,1966.0,,4986.72,4986.72,4986.72
887,5,38086,,%XX,1818700.0,OXX,,1947.0,,2590.65,2590.65,2590.65
888,1,29711,,OO%,107.8,OOO,,2025.0,,4997.844,4997.844,4997.844
888,2,29711,,OO%,253.8,OXX,,1925.0,,4994.924,4994.924,4994.924
888,3,29711,,OXX,412700.0,OXX,,1962.0,,4087.3,4087.3,4087.3
888,4,29711,,%XX,1372200.0,%XX,,1980.0,,2813.9,2813.9,2813.9
888,5,29711,,XXX,5884200.0,OXX,,2024.0,,323.15999999999985,323.15999999999985,323.15999999999985
889,1,47279,,OO%,4800.0,OOO,,2016.0,,4903.2,4903.2,4903.2
889,2,47279,,OO%,84.2,OOX,,1914.0,,4998.316,4998.316,4998.316
889,3,47279,,OOX,54400.0,OO%,,1935.0,,4682.4,4682.4,4682.4
889,4,47279,,OO%,2100.0,OO%,,1986.0,,4946.4,4946.4,4946.4
889,5,47279,,OO%,71.9,O%X,,1958.0,,4998.562,4998.562,4998.562
890,1,39477,,OXX,264000.0,OXX,,1962.0,,4236.0,4236.0,4236.0
890,2,39477,,OXX,520000.0,OOX,,1920.0,,3980.0,3980.0,3980.0
890,3,39477,,%XX,1161000.0,OOX,,2012.0,,2919.5,2919.5,2919.5
890,4,39477,,O%X,176500.0,OOX,,1908.0,,4323.5,4323.5,4323.5
890,5,39477,,OO%,3900.0,O%X,,1925.0,,4917.6,4917.6,4917.6
900,1,45436,,OO%,166.8,OO%,,2023.0,,4996.664,4996.664,4996.664
900,2,45436,,OO%,159.3,OXX,,2005.0,,4996.814,4996.814,4996.814
900,3,45436,,OO%,844.5,O%X,,1914.0,,4983.11,4983.11,4983.11
900,4,45436,,OO%,1300.0,OOX,,1985.0,,4959.2,4959.2,4959.2
900,5,45436,,OO%,12500.0,OOO,,1911.0,,4850.0,4850.0,4850.0
901,1,40427,,OO%,328.8,OO%,,1937.0,,4993.424,4993.424,4993.424
901,2,40427,,OXX,737600.0,OXX,,2006.0,,3762.4,3762.4,3762.4
901,3,40427,,OO%,11500.0,O%X,,1966.0,,4854.0,4854.0,4854.0
901,4,40427,,OOO,33.5,OXX,,1980.0,,5000.0,5000.0,5000.0
901,5,40427,,OO%,20700.0,OOX,,1953.0,,4817.2,4817.2,4817.2
902,1,46002,,OOX,60600.0,OO%,,1943.0,,4657.6,4657.6,4657.6
902,2,46002,,OO%,80.7,OOO,,2016.0,,4998.386,4998.386,4998.386
902,3,46002,,OO%,94.5,OXX,,1980.0,,4998.11,4998.11,4998.11
902,4,46002,,OXX,401800.0,OOO,,1958.0,,4098.2,4098.2,4098.2
902,5,46002,,OOO,1.8,OO%,,1964.0,,5000.0,5000.0,5000.0
903,1,39925,,OOO,11.1,O%X,,1925.0,,5000.0,5000.0,5000.0
903,2,39925,,O%X,185000.0,OXX,,1968.0,,4315.0,4315.0,4315.0
903,3,39925,,OO%,246.0,OOO,,2018.0,,4995.08,4995.08,4995.08
903,4,39925,,OO%,803.1,OXX,,1957.0,,4983.938,4983.938,4983.938
903,5,39925,,%XX,1138900.0,OOX,,1968.0,,2930.55,2930.55,2930.55
904,1,46812,,OO%,2300.0,O%X,,1985.0,,4943.2,4943.2,4943.2
904,2,46812,,OO%,518.7,OOO,,1950.0,,4989.626,4989.626,4989.626
904,3,46812,,OO%,188.0,O%X,,1905.0,,4996.24,4996.24,4996.24
904,4,46812,,OOO,9.1,OOO,,2025.0,,5000.0,5000.0,5000.0
904,5,46812,,OO%,837.3,OOX,,1913.0,,4983.254,4983.254,4983.254
907,1,44717,,OO%,302.2,O%X,,1998.0,,4993.956,4993.956,4993.956
907,2,44717,,OO%,292.2,O%X,,1958.0,,4994.156,4994.156,4994.156
907,3,44717,,OOO,31.4,OOO,,1987.0,,5000.0,5000.0,5000.0
907,4,44717,,OXX,290000.0,OO%,,1905.0,,4210.0,4210.0,4210.0
907,5,44717,,OO%,7900.0,O%X,,2010.0,,4868.4,4868.4,4868.4
908,1,45515,,OO%,535.0,OOO,,2025.0,,4989.3,4989.3,4989.3
908,2,45515,,OO%,3000.0,OO%,,1925.0,,4932.0,4932.0,4932.0
908,3,45515,,OO%,566.8,OO%,,1910.0,,4988.664,4988.664,4988.664
908,4,45515,,OXX,444500.0,OXX,,1975.0,,4055.5,4055.5,4055.5
908,5,45515,,OOO,2.8,OO%,,2008.0,,5000.0,5000.0,5000.0
