Date,Timeguessr Day,Timeguessr Round,City,Subdivision,Country,Year,Michael Total Score,Michael Round Score,Michael Geography,Michael Geography Distance,Michael Time,Michael Time Distance,Michael Time Guessed,Michael Time Score,Michael Geography Score,Michael Geography Score (Min),Michael Geography Score (Max),Sarah Total Score,Sarah Round Score,Sarah Geography,Sarah Geography Distance,Sarah Time,Sarah Time Distance,Sarah Time Guessed,Sarah Time Score,Sarah Geography Score,Sarah Geography Score (Min),Sarah Geography Score (Max),Michael Time Score (Min),Michael Time Score (Max),Sarah Time Score (Min),Sarah Time Score (Max)
2025-07-14,774,2,,,,,45520.0,,OXX,,O%X,,,,,3500.0,4249.0,35944.0,,OXX,,O%X,,,,,3500.0,4249.0,3400.0,3900.0,3400.0,3900.0
2025-07-14,774,3,,,,,45520.0,,OO%,,OO%,,,,,4750.0,4999.0,35944.0,,OO%,,OO%,,,,,4750.0,4999.0,4800.0,4950.0,4800.0,4950.0
2025-07-14,774,4,,,,,45520.0,,OO%,,O%X,,,,,4750.0,4999.0,35944.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,3400.0,3900.0,0.0,0.0
2025-07-14,774,5,,,,,45520.0,,OO%,,OO%,,,,,4750.0,4999.0,35944.0,,OXX,,OOO,,,5000.0,,3500.0,4249.0,4800.0,4950.0,5000.0,5000.0
2025-07-15,775,1,,,,,37339.0,,OO%,,OXX,,,,,4750.0,4999.0,27789.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-07-15,775,2,,,,,37339.0,,OXX,,OOX,,,,,3500.0,4249.0,27789.0,,XXX,,O%X,,,,,12.0,2499.0,4300.0,4600.0,3400.0,3900.0
2025-07-15,775,3,,,,,37339.0,,OOX,,OO%,,,,,4500.0,4749.0,27789.0,,OO%,,OXX,,,,,4750.0,4999.0,4800.0,4950.0,2000.0,2500.0
2025-07-15,775,4,,,,,37339.0,,OO%,,OXX,,,,,4750.0,4999.0,27789.0,,XXX,,OXX,,,,,12.0,2499.0,2000.0,2500.0,2000.0,2500.0
2025-07-15,775,5,,,,,37339.0,5000.0,OOO,,XXX,,,0.0,5000.0,5000.0,5000.0,27789.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,0.0,0.0,0.0,0.0
2025-07-16,776,1,,,,,35602.0,,XXX,,O%X,,,,,12.0,2499.0,40918.0,,OXX,,OO%,,,,,3500.0,4249.0,3400.0,3900.0,4800.0,4950.0
2025-07-16,776,2,,,,,35602.0,,OO%,,OXX,,,,,4750.0,4999.0,40918.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-07-16,776,3,,,,,35602.0,,OO%,,OXX,,,,,4750.0,4999.0,40918.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-07-16,776,4,,,,,35602.0,,OOX,,O%X,,,,,4500.0,4749.0,40918.0,,%XX,,OO%,,,,,2500.0,3499.0,3400.0,3900.0,4800.0,4950.0
2025-07-16,776,5,,,,,35602.0,,OOX,,OOO,,,5000.0,,4500.0,4749.0,40918.0,,OOX,,OOO,,,5000.0,,4500.0,4749.0,5000.0,5000.0,5000.0,5000.0
2025-07-17,777,1,,,,,30734.0,,O%X,,OO%,,,,,4250.0,4499.0,,,,,,,,,,,,4800.0,4950.0,,
2025-07-17,777,2,,,,,30734.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,,,,,,,,,,,,0.0,0.0,,
2025-07-17,777,3,,,,,30734.0,,OXX,,OXX,,,,,3500.0,4249.0,,,,,,,,,,,,2000.0,2500.0,,
2025-07-17,777,4,,,,,30734.0,,XXX,,O%X,,,,,12.0,2499.0,,,,,,,,,,,,3400.0,3900.0,,
2025-07-17,777,5,,,,,30734.0,,O%X,,O%X,,,,,4250.0,4499.0,,,,,,,,,,,,3400.0,3900.0,,
2025-07-21,781,1,,,,,35703.0,,OOO,,OO%,,,,5000.0,5000.0,5000.0,34751.0,,OOO,,O%X,,,,5000.0,5000.0,5000.0,4800.0,4950.0,3400.0,3900.0
2025-07-21,781,2,,,,,35703.0,,OXX,,OXX,,,,,3500.0,4249.0,34751.0,,O%X,,XXX,,,0.0,,4250.0,4499.0,2000.0,2500.0,0.0,0.0
2025-07-21,781,3,,,,,35703.0,,OO%,,OXX,,,,,4750.0,4999.0,34751.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-07-21,781,4,,,,,35703.0,,%XX,,XXX,,,0.0,,2500.0,3499.0,34751.0,,XXX,,OOX,,,,,12.0,2499.0,0.0,0.0,4300.0,4600.0
2025-07-21,781,5,,,,,35703.0,,OOO,,OO%,,,,5000.0,5000.0,5000.0,34751.0,10000.0,OOO,,OOO,,,5000.0,5000.0,5000.0,5000.0,4800.0,4950.0,5000.0,5000.0
2025-07-23,783,1,,,,,41050.0,,OXX,,O%X,,,,,3500.0,4249.0,33182.0,,OXX,,OXX,,,,,3500.0,4249.0,3400.0,3900.0,2000.0,2500.0
2025-07-23,783,2,,,,,41050.0,,OO%,,O%X,,,,,4750.0,4999.0,33182.0,,%XX,,OXX,,,,,2500.0,3499.0,3400.0,3900.0,2000.0,2500.0
2025-07-23,783,3,,,,,41050.0,,OXX,,O%X,,,,,3500.0,4249.0,33182.0,,OO%,,%XX,,,1000.0,,4750.0,4999.0,3400.0,3900.0,1000.0,1000.0
2025-07-23,783,4,,,,,41050.0,,OO%,,OO%,,,,,4750.0,4999.0,33182.0,,OO%,,O%X,,,,,4750.0,4999.0,4800.0,4950.0,3400.0,3900.0
2025-07-23,783,5,,,,,41050.0,,OO%,,OXX,,,,,4750.0,4999.0,33182.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-07-24,784,1,,,,,43266.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,36463.0,,OO%,,OO%,,,,,4750.0,4999.0,5000.0,5000.0,4800.0,4950.0
2025-07-24,784,2,,,,,43266.0,,OO%,,OO%,,,,,4750.0,4999.0,36463.0,,OO%,,O%X,,,,,4750.0,4999.0,4800.0,4950.0,3400.0,3900.0
2025-07-24,784,3,,,,,43266.0,,OXX,,%XX,,,1000.0,,3500.0,4249.0,36463.0,,OXX,,OXX,,,,,3500.0,4249.0,1000.0,1000.0,2000.0,2500.0
2025-07-24,784,4,,,,,43266.0,,OO%,,OO%,,,,,4750.0,4999.0,36463.0,,OXX,,OOX,,,,,3500.0,4249.0,4800.0,4950.0,4300.0,4600.0
2025-07-24,784,5,,,,,43266.0,,OXX,,OOO,,,5000.0,,3500.0,4249.0,36463.0,,OXX,,XXX,,,0.0,,3500.0,4249.0,5000.0,5000.0,0.0,0.0
2025-07-28,788,1,,,,,42307.0,,OOO,,OO%,,,,5000.0,5000.0,5000.0,,,,,,,,,,,,4800.0,4950.0,,
2025-07-28,788,2,,,,,42307.0,,OXX,,OXX,,,,,3500.0,4249.0,,,,,,,,,,,,2000.0,2500.0,,
2025-07-28,788,3,,,,,42307.0,,OO%,,OXX,,,,,4750.0,4999.0,,,,,,,,,,,,2000.0,2500.0,,
2025-07-28,788,4,,,,,42307.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,,,,,,,,,,,,5000.0,5000.0,,
2025-07-28,788,5,,,,,42307.0,,OO%,,OOX,,,,,4750.0,4999.0,,,,,,,,,,,,4300.0,4600.0,,
2025-07-29,789,1,,,,,37749.0,10000.0,OOO,,OOO,,,5000.0,5000.0,5000.0,5000.0,,,,,,,,,,,,5000.0,5000.0,,
2025-07-29,789,2,,,,,37749.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,,,,,,,,,,,,5000.0,5000.0,,
2025-07-29,789,3,,,,,37749.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,,,,,,,,,,,,0.0,0.0,,
2025-07-29,789,4,,,,,37749.0,,OO%,,OXX,,,,,4750.0,4999.0,,,,,,,,,,,,2000.0,2500.0,,
2025-07-29,789,5,,,,,37749.0,,%XX,,OXX,,,,,2500.0,3499.0,,,,,,,,,,,,2000.0,2500.0,,
2025-07-30,790,1,,,,,38760.0,,OO%,,O%X,,,,,4750.0,4999.0,36297.0,,OO%,,OXX,,,,,4750.0,4999.0,3400.0,3900.0,2000.0,2500.0
2025-07-30,790,2,,,,,38760.0,,OO%,,O%X,,,,,4750.0,4999.0,36297.0,,OO%,,%XX,,,1000.0,,4750.0,4999.0,3400.0,3900.0,1000.0,1000.0
2025-07-30,790,3,,,,,38760.0,,OO%,,OXX,,,,,4750.0,4999.0,36297.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-07-30,790,4,,,,,38760.0,,OOX,,OXX,,,,,4500.0,4749.0,36297.0,,OXX,,OXX,,,,,3500.0,4249.0,2000.0,2500.0,2000.0,2500.0
2025-07-30,790,5,,,,,38760.0,,OO%,,OXX,,,,,4750.0,4999.0,36297.0,,OO%,,OOX,,,,,4750.0,4999.0,2000.0,2500.0,4300.0,4600.0
2025-07-31,791,1,,,,,37691.0,,OXX,,XXX,,,0.0,,3500.0,4249.0,,,,,,,,,,,,0.0,0.0,,
2025-07-31,791,2,,,,,37691.0,,OO%,,O%X,,,,,4750.0,4999.0,,,,,,,,,,,,3400.0,3900.0,,
2025-07-31,791,3,,,,,37691.0,,OO%,,OXX,,,,,4750.0,4999.0,,,,,,,,,,,,2000.0,2500.0,,
2025-07-31,791,4,,,,,37691.0,,OXX,,O%X,,,,,3500.0,4249.0,,,,,,,,,,,,3400.0,3900.0,,
2025-07-31,791,5,,,,,37691.0,,OOO,,OO%,,,,5000.0,5000.0,5000.0,,,,,,,,,,,,4800.0,4950.0,,
2025-08-04,795,1,,,,,43943.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,43787.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,5000.0,5000.0,5000.0,5000.0
2025-08-04,795,2,,,,,43943.0,,OXX,,OXX,,,,,3500.0,4249.0,43787.0,,OXX,,OO%,,,,,3500.0,4249.0,2000.0,2500.0,4800.0,4950.0
2025-08-04,795,3,,,,,43943.0,,OO%,,OOX,,,,,4750.0,4999.0,43787.0,,OO%,,O%X,,,,,4750.0,4999.0,4300.0,4600.0,3400.0,3900.0
2025-08-04,795,4,,,,,43943.0,,OOO,,OOX,,,,5000.0,5000.0,5000.0,43787.0,,OO%,,OXX,,,,,4750.0,4999.0,4300.0,4600.0,2000.0,2500.0
2025-08-04,795,5,,,,,43943.0,,OO%,,O%X,,,,,4750.0,4999.0,43787.0,,OO%,,OOX,,,,,4750.0,4999.0,3400.0,3900.0,4300.0,4600.0
2025-08-05,796,1,,,,,39153.0,,OOX,,XXX,,,0.0,,4500.0,4749.0,,,,,,,,,,,,0.0,0.0,,
2025-08-05,796,2,,,,,39153.0,,OO%,,OOX,,,,,4750.0,4999.0,,,,,,,,,,,,4300.0,4600.0,,
2025-08-05,796,3,,,,,39153.0,,OO%,,OOX,,,,,4750.0,4999.0,,,,,,,,,,,,4300.0,4600.0,,
2025-08-05,796,4,,,,,39153.0,,OXX,,OXX,,,,,3500.0,4249.0,,,,,,,,,,,,2000.0,2500.0,,
2025-08-05,796,5,,,,,39153.0,,OO%,,OO%,,,,,4750.0,4999.0,,,,,,,,,,,,4800.0,4950.0,,
2025-08-06,797,1,,,,,40072.0,,OXX,,OXX,,,,,3500.0,4249.0,,,,,,,,,,,,2000.0,2500.0,,
2025-08-06,797,2,,,,,40072.0,,OO%,,%XX,,,1000.0,,4750.0,4999.0,,,,,,,,,,,,1000.0,1000.0,,
2025-08-06,797,3,,,,,40072.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,,,,,,,,,,,,5000.0,5000.0,,
2025-08-06,797,4,,,,,40072.0,,OO%,,O%X,,,,,4750.0,4999.0,,,,,,,,,,,,3400.0,3900.0,,
2025-08-06,797,5,,,,,40072.0,,OO%,,OOX,,,,,4750.0,4999.0,,,,,,,,,,,,4300.0,4600.0,,
2025-08-07,798,1,,,,,39232.0,10000.0,OOO,,OOO,,,5000.0,5000.0,5000.0,5000.0,40334.0,,OOO,,OO%,,,,5000.0,5000.0,5000.0,5000.0,5000.0,4800.0,4950.0
2025-08-07,798,2,,,,,39232.0,,OO%,,O%X,,,,,4750.0,4999.0,40334.0,,OO%,,OXX,,,,,4750.0,4999.0,3400.0,3900.0,2000.0,2500.0
2025-08-07,798,3,,,,,39232.0,,OO%,,OXX,,,,,4750.0,4999.0,40334.0,,OXX,,OXX,,,,,3500.0,4249.0,2000.0,2500.0,2000.0,2500.0
2025-08-07,798,4,,,,,39232.0,,OO%,,%XX,,,1000.0,,4750.0,4999.0,40334.0,,OO%,,O%X,,,,,4750.0,4999.0,1000.0,1000.0,3400.0,3900.0
2025-08-07,798,5,,,,,39232.0,,OO%,,OXX,,,,,4750.0,4999.0,40334.0,,OO%,,O%X,,,,,4750.0,4999.0,2000.0,2500.0,3400.0,3900.0
2025-08-08,799,1,,,,,44307.0,,OO%,,OXX,,,,,4750.0,4999.0,40790.0,,XXX,,OOX,,,,,12.0,2499.0,2000.0,2500.0,4300.0,4600.0
2025-08-08,799,2,,,,,44307.0,,OXX,,OO%,,,,,3500.0,4249.0,40790.0,,OXX,,OO%,,,,,3500.0,4249.0,4800.0,4950.0,4800.0,4950.0
2025-08-08,799,3,,,,,44307.0,,OO%,,OO%,,,,,4750.0,4999.0,40790.0,,XXX,,OOO,,,5000.0,,12.0,2499.0,4800.0,4950.0,5000.0,5000.0
2025-08-08,799,4,,,,,44307.0,,OO%,,O%X,,,,,4750.0,4999.0,40790.0,,OO%,,OOX,,,,,4750.0,4999.0,3400.0,3900.0,4300.0,4600.0
2025-08-08,799,5,,,,,44307.0,,OO%,,OO%,,,,,4750.0,4999.0,40790.0,,OO%,,OOX,,,,,4750.0,4999.0,4800.0,4950.0,4300.0,4600.0
2025-08-11,802,1,,,,,48360.0,,OOO,,OO%,,,,5000.0,5000.0,5000.0,38391.0,,OO%,,OO%,,,,,4750.0,4999.0,4800.0,4950.0,4800.0,4950.0
2025-08-11,802,2,,,,,48360.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,38391.0,,OO%,,OXX,,,,,4750.0,4999.0,5000.0,5000.0,2000.0,2500.0
2025-08-11,802,3,,,,,48360.0,,OO%,,OO%,,,,,4750.0,4999.0,38391.0,,%XX,,O%X,,,,,2500.0,3499.0,4800.0,4950.0,3400.0,3900.0
2025-08-11,802,4,,,,,48360.0,,OO%,,OO%,,,,,4750.0,4999.0,38391.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,4800.0,4950.0,5000.0,5000.0
2025-08-11,802,5,,,,,48360.0,,OO%,,O%X,,,,,4750.0,4999.0,38391.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,3400.0,3900.0,0.0,0.0
2025-08-12,803,1,,,,,47202.0,,OOX,,OOX,,,,,4500.0,4749.0,37662.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,4300.0,4600.0,5000.0,5000.0
2025-08-12,803,2,,,,,47202.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,37662.0,,OXX,,OOO,,,5000.0,,3500.0,4249.0,5000.0,5000.0,5000.0,5000.0
2025-08-12,803,3,,,,,47202.0,,OO%,,OO%,,,,,4750.0,4999.0,37662.0,,XXX,,OO%,,,,,12.0,2499.0,4800.0,4950.0,4800.0,4950.0
2025-08-12,803,4,,,,,47202.0,,OO%,,OO%,,,,,4750.0,4999.0,37662.0,,OXX,,OO%,,,,,3500.0,4249.0,4800.0,4950.0,4800.0,4950.0
2025-08-12,803,5,,,,,47202.0,,OO%,,O%X,,,,,4750.0,4999.0,37662.0,,OOX,,XXX,,,0.0,,4500.0,4749.0,3400.0,3900.0,0.0,0.0
2025-08-13,804,1,,,,,40484.0,,OXX,,OO%,,,,,3500.0,4249.0,44463.0,,OOO,,OOX,,,,5000.0,5000.0,5000.0,4800.0,4950.0,4300.0,4600.0
2025-08-13,804,2,,,,,40484.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,44463.0,10000.0,OOO,,OOO,,,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0
2025-08-13,804,3,,,,,40484.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,44463.0,,OO%,,OOX,,,,,4750.0,4999.0,0.0,0.0,4300.0,4600.0
2025-08-13,804,4,,,,,40484.0,,OOO,,OXX,,,,5000.0,5000.0,5000.0,44463.0,,OOO,,OXX,,,,5000.0,5000.0,5000.0,2000.0,2500.0,2000.0,2500.0
2025-08-13,804,5,,,,,40484.0,,OOX,,OOO,,,5000.0,,4500.0,4749.0,44463.0,,O%X,,OOX,,,,,4250.0,4499.0,5000.0,5000.0,4300.0,4600.0
2025-08-14,805,1,,,,,31547.0,,O%X,,OXX,,,,,4250.0,4499.0,33849.0,,O%X,,XXX,,,0.0,,4250.0,4499.0,2000.0,2500.0,0.0,0.0
2025-08-14,805,2,,,,,31547.0,,OO%,,O%X,,,,,4750.0,4999.0,33849.0,,OXX,,OOX,,,,,3500.0,4249.0,3400.0,3900.0,4300.0,4600.0
2025-08-14,805,3,,,,,31547.0,,OO%,,OXX,,,,,4750.0,4999.0,33849.0,,OXX,,OO%,,,,,3500.0,4249.0,2000.0,2500.0,4800.0,4950.0
2025-08-14,805,4,,,,,31547.0,,OO%,,%XX,,,1000.0,,4750.0,4999.0,33849.0,,OO%,,OOX,,,,,4750.0,4999.0,1000.0,1000.0,4300.0,4600.0
2025-08-14,805,5,,,,,31547.0,,XXX,,O%X,,,,,12.0,2499.0,33849.0,,XXX,,OXX,,,,,12.0,2499.0,3400.0,3900.0,2000.0,2500.0
2025-08-15,806,1,,,,,45451.0,,OO%,,OOX,,,,,4750.0,4999.0,38448.0,,OO%,,OOX,,,,,4750.0,4999.0,4300.0,4600.0,4300.0,4600.0
2025-08-15,806,2,,,,,45451.0,,OO%,,OO%,,,,,4750.0,4999.0,38448.0,,OO%,,OXX,,,,,4750.0,4999.0,4800.0,4950.0,2000.0,2500.0
2025-08-15,806,3,,,,,45451.0,,OO%,,OXX,,,,,4750.0,4999.0,38448.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-08-15,806,4,,,,,45451.0,,OO%,,OO%,,,,,4750.0,4999.0,38448.0,,OO%,,OXX,,,,,4750.0,4999.0,4800.0,4950.0,2000.0,2500.0
2025-08-15,806,5,,,,,45451.0,,OO%,,OOX,,,,,4750.0,4999.0,38448.0,,OOO,,OXX,,,,5000.0,5000.0,5000.0,4300.0,4600.0,2000.0,2500.0
2025-08-18,809,1,,,,,40676.0,9840.0,,15000.0,OOO,0.0,,5000.0,4840.0,4840.0,4840.0,39736.0,9087.0,,413400.0,OOO,0.0,,5000.0,4086.6,4086.6,4086.6,5000.0,5000.0,5000.0,5000.0
2025-08-18,809,2,,,,,40676.0,6874.0,,6400.0,OXX,15.0,,2000.0,4874.4,4874.4,4874.4,39736.0,4876.0,,6000.0,XXX,21.0,,0.0,4876.0,4876.0,4876.0,2000.0,2000.0,0.0,0.0
2025-08-18,809,3,,,,,40676.0,9189.0,,260600.00000000003,OO%,1.0,,4950.0,4239.4,4239.4,4239.4,39736.0,9989.0,,550.0,OOO,0.0,,5000.0,4989.0,4989.0,4989.0,4950.0,4950.0,5000.0,5000.0
2025-08-18,809,4,,,,,40676.0,9817.0,,8200.0,OO%,1.0,,4950.0,4867.2,4867.2,4867.2,39736.0,9784.0,,822.8,OO%,2.0,,4800.0,4983.544,4983.544,4983.544,4950.0,4950.0,4800.0,4800.0
2025-08-18,809,5,,,,,40676.0,4956.0,,1500.0,XXX,38.0,,0.0,4956.0,4956.0,4956.0,39736.0,6000.0,,7.1,%XX,16.0,,1000.0,5000.0,5000.0,5000.0,0.0,0.0,1000.0,1000.0
2025-08-19,810,1,,,,,33625.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,36696.0,,OO%,,OXX,,,,,4750.0,4999.0,5000.0,5000.0,2000.0,2500.0
2025-08-19,810,2,,,,,33625.0,,O%X,,OXX,,,,,4250.0,4499.0,36696.0,,%XX,,OO%,,,,,2500.0,3499.0,2000.0,2500.0,4800.0,4950.0
2025-08-19,810,3,,,,,33625.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,36696.0,,OO%,,OXX,,,,,4750.0,4999.0,0.0,0.0,2000.0,2500.0
2025-08-19,810,4,,,,,33625.0,,XXX,,OOO,,,5000.0,,12.0,2499.0,36696.0,,OO%,,OXX,,,,,4750.0,4999.0,5000.0,5000.0,2000.0,2500.0
2025-08-19,810,5,,,,,33625.0,,XXX,,OO%,,,,,12.0,2499.0,36696.0,,%XX,,OOX,,,,,2500.0,3499.0,4800.0,4950.0,4300.0,4600.0
2025-08-20,811,1,,,,,45178.0,,OO%,,OOX,,,,,4750.0,4999.0,36938.0,,OO%,,XXX,,,0.0,,4750.0,4999.0,4300.0,4600.0,0.0,0.0
2025-08-20,811,2,,,,,45178.0,,OO%,,OO%,,,,,4750.0,4999.0,36938.0,,OO%,,OXX,,,,,4750.0,4999.0,4800.0,4950.0,2000.0,2500.0
2025-08-20,811,3,,,,,45178.0,,OO%,,OXX,,,,,4750.0,4999.0,36938.0,,OO%,,OOX,,,,,4750.0,4999.0,2000.0,2500.0,4300.0,4600.0
2025-08-20,811,4,,,,,45178.0,,OXX,,OOX,,,,,3500.0,4249.0,36938.0,,O%X,,O%X,,,,,4250.0,4499.0,4300.0,4600.0,3400.0,3900.0
2025-08-20,811,5,,,,,45178.0,,OOO,,OO%,,,,5000.0,5000.0,5000.0,36938.0,,OOO,,OXX,,,,5000.0,5000.0,5000.0,4800.0,4950.0,2000.0,2500.0
2025-08-26,817,1,,,,,40396.0,,OO%,,OO%,,,,,4750.0,4999.0,41463.0,,OO%,,OOX,,,,,4750.0,4999.0,4800.0,4950.0,4300.0,4600.0
2025-08-26,817,2,,,,,40396.0,,OXX,,XXX,,,0.0,,3500.0,4249.0,41463.0,,OXX,,OO%,,,,,3500.0,4249.0,0.0,0.0,4800.0,4950.0
2025-08-26,817,3,,,,,40396.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,41463.0,,%XX,,OOO,,,5000.0,,2500.0,3499.0,5000.0,5000.0,5000.0,5000.0
2025-08-26,817,4,,,,,40396.0,,O%X,,O%X,,,,,4250.0,4499.0,41463.0,,O%X,,O%X,,,,,4250.0,4499.0,3400.0,3900.0,3400.0,3900.0
2025-08-26,817,5,,,,,40396.0,,OOO,,O%X,,,,5000.0,5000.0,5000.0,41463.0,,OOO,,OXX,,,,5000.0,5000.0,5000.0,3400.0,3900.0,2000.0,2500.0
2025-08-27,818,1,,,,,45153.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,38707.0,,OO%,,OO%,,,,,4750.0,4999.0,5000.0,5000.0,4800.0,4950.0
2025-08-27,818,2,,,,,45153.0,,OO%,,O%X,,,,,4750.0,4999.0,38707.0,,OO%,,O%X,,,,,4750.0,4999.0,3400.0,3900.0,3400.0,3900.0
2025-08-27,818,3,,,,,45153.0,,OO%,,OOX,,,,,4750.0,4999.0,38707.0,,O%X,,OXX,,,,,4250.0,4499.0,4300.0,4600.0,2000.0,2500.0
2025-08-27,818,4,,,,,45153.0,,OXX,,OOX,,,,,3500.0,4249.0,38707.0,,OO%,,OXX,,,,,4750.0,4999.0,4300.0,4600.0,2000.0,2500.0
2025-08-27,818,5,,,,,45153.0,,O%X,,O%X,,,,,4250.0,4499.0,38707.0,,XXX,,OOX,,,,,12.0,2499.0,3400.0,3900.0,4300.0,4600.0
2025-08-28,819,1,,,,,34499.0,,O%X,,OXX,,,,,4250.0,4499.0,29002.0,,XXX,,O%X,,,,,12.0,2499.0,2000.0,2500.0,3400.0,3900.0
2025-08-28,819,2,,,,,34499.0,,OO%,,OO%,,,,,4750.0,4999.0,29002.0,,OO%,,OO%,,,,,4750.0,4999.0,4800.0,4950.0,4800.0,4950.0
2025-08-28,819,3,,,,,34499.0,,OO%,,OO%,,,,,4750.0,4999.0,29002.0,,XXX,,OXX,,,,,12.0,2499.0,4800.0,4950.0,2000.0,2500.0
2025-08-28,819,4,,,,,34499.0,,XXX,,OXX,,,,,12.0,2499.0,29002.0,,XXX,,OXX,,,,,12.0,2499.0,2000.0,2500.0,2000.0,2500.0
2025-08-28,819,5,,,,,34499.0,,OXX,,XXX,,,0.0,,3500.0,4249.0,29002.0,,%XX,,OOX,,,,,2500.0,3499.0,0.0,0.0,4300.0,4600.0
2025-08-29,820,1,,,,,41071.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,45579.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,5000.0,5000.0,5000.0,5000.0
2025-08-29,820,2,,,,,41071.0,,OO%,,OO%,,,,,4750.0,4999.0,45579.0,,OO%,,OO%,,,,,4750.0,4999.0,4800.0,4950.0,4800.0,4950.0
2025-08-29,820,3,,,,,41071.0,,OO%,,OXX,,,,,4750.0,4999.0,45579.0,,OO%,,O%X,,,,,4750.0,4999.0,2000.0,2500.0,3400.0,3900.0
2025-08-29,820,4,,,,,41071.0,,O%X,,OXX,,,,,4250.0,4499.0,45579.0,,O%X,,OO%,,,,,4250.0,4499.0,2000.0,2500.0,4800.0,4950.0
2025-08-29,820,5,,,,,41071.0,,OOO,,OXX,,,,5000.0,5000.0,5000.0,45579.0,,OO%,,O%X,,,,,4750.0,4999.0,2000.0,2500.0,3400.0,3900.0
2025-09-03,825,1,,,,,42099.0,,OO%,,O%X,,,,,4750.0,4999.0,42833.0,,OO%,,OOO,,,5000.0,,4750.0,4999.0,3400.0,3900.0,5000.0,5000.0
2025-09-03,825,2,,,,,42099.0,,OXX,,O%X,,,,,3500.0,4249.0,42833.0,,OO%,,OOX,,,,,4750.0,4999.0,3400.0,3900.0,4300.0,4600.0
2025-09-03,825,3,,,,,42099.0,,OO%,,OO%,,,,,4750.0,4999.0,42833.0,,OO%,,O%X,,,,,4750.0,4999.0,4800.0,4950.0,3400.0,3900.0
2025-09-03,825,4,,,,,42099.0,,OO%,,OXX,,,,,4750.0,4999.0,42833.0,,OO%,,OOX,,,,,4750.0,4999.0,2000.0,2500.0,4300.0,4600.0
2025-09-03,825,5,,,,,42099.0,,OO%,,O%X,,,,,4750.0,4999.0,42833.0,,OXX,,OXX,,,,,3500.0,4249.0,3400.0,3900.0,2000.0,2500.0
2025-09-04,826,1,,,,,40807.0,,OOX,,OO%,,,,,4500.0,4749.0,,,,,,,,,,,,4800.0,4950.0,,
2025-09-04,826,2,,,,,40807.0,,OXX,,O%X,,,,,3500.0,4249.0,,,,,,,,,,,,3400.0,3900.0,,
2025-09-04,826,3,,,,,40807.0,,OO%,,OOX,,,,,4750.0,4999.0,,,,,,,,,,,,4300.0,4600.0,,
2025-09-04,826,4,,,,,40807.0,,OO%,,O%X,,,,,4750.0,4999.0,,,,,,,,,,,,3400.0,3900.0,,
2025-09-04,826,5,,,,,40807.0,,OO%,,%XX,,,1000.0,,4750.0,4999.0,,,,,,,,,,,,1000.0,1000.0,,
2025-09-05,827,1,,,,,37575.0,,O%X,,OXX,,,,,4250.0,4499.0,33235.0,,OO%,,OXX,,,,,4750.0,4999.0,2000.0,2500.0,2000.0,2500.0
2025-09-05,827,2,,,,,37575.0,,OO%,,OOX,,,,,4750.0,4999.0,33235.0,,OO%,,OOX,,,,,4750.0,4999.0,4300.0,4600.0,4300.0,4600.0
2025-09-05,827,3,,,,,37575.0,,%XX,,OOO,,,5000.0,,2500.0,3499.0,33235.0,,%XX,,O%X,,,,,2500.0,3499.0,5000.0,5000.0,3400.0,3900.0
