Date,Timeguessr Day,Timeguessr Round,Year,City,Country,Michael Total Score,Michael Round Score,Michael Geography,Michael Geography Distance,Michael Time,Michael Time Distance,Sarah Total Score,Sarah Round Score,Sarah Geography,Sarah Geography Distance,Sarah Time,Sarah Time Distance
2025-05-27,726,2,,,,33463.0,,🟩🟩🟨,,🟩🟨⬛,,32549.0,,⬛️⬛️⬛️,,🟨⬛️⬛️,
2025-05-27,726,3,,,,33463.0,,⬛️⬛️⬛️,,🟩🟩🟨,,32549.0,,🟩🟩⬛️,,🟩🟩🟩,
2025-05-27,726,4,,,,33463.0,,🟩🟩🟨,,⬛️⬛️⬛️,,32549.0,,⬛️⬛️⬛️,,🟩🟩⬛,
2025-05-27,726,5,,,,33463.0,,🟨⬛️⬛️,,🟩⬛⬛,,32549.0,,🟨⬛️⬛️,,🟩⬛⬛,
2025-05-28,727,1,,,,48469.0,,🟩🟩🟩,,🟩🟩🟨,,47007.0,,🟩🟩🟨,,🟩🟩🟨,
2025-05-28,727,2,,,,48469.0,,🟩🟩🟨,,🟩🟩🟨,,47007.0,,🟩🟩🟨,,🟩🟩⬛,
2025-05-28,727,3,,,,48469.0,,🟩🟩🟨,,🟩🟩🟨,,47007.0,,🟩🟩🟨,,🟩🟨⬛,
2025-05-28,727,4,,,,48469.0,,🟩🟩🟩,,🟩🟩⬛,,47007.0,,🟩🟩🟩,,🟩🟩🟩,
2025-05-28,727,5,,,,48469.0,,🟩🟩🟨,,🟩🟩⬛,,47007.0,,🟩🟩🟨,,🟩🟩⬛,
2025-05-29,728,1,,,,41033.0,,🟩🟩🟨,,🟩🟨⬛,,43779.0,,🟩🟩🟨,,🟩🟩🟩,
2025-05-29,728,2,,,,41033.0,,🟩🟩🟨,,🟩🟩⬛,,43779.0,,🟩🟩🟨,,🟩⬛⬛,
2025-05-29,728,3,,,,41033.0,,🟩🟩🟨,,🟩🟩⬛,,43779.0,,🟩🟩🟨,,🟩🟩⬛,
2025-05-29,728,4,,,,41033.0,,🟩🟩🟩,,🟩🟨⬛,,43779.0,,🟩🟩🟨,,🟩🟨⬛,
2025-05-29,728,5,,,,41033.0,,🟩🟩🟨,,⬛️⬛️⬛️,,43779.0,,🟩🟩🟨,,🟩🟨⬛,
2025-05-30,729,1,,,,30138.0,,🟩🟩🟨,,⬛️⬛️⬛️,,29412.0,,🟨⬛️⬛️,,⬛️⬛️⬛️,
2025-05-30,729,2,,,,30138.0,,🟩🟩🟨,,🟩🟩⬛,,29412.0,,🟩🟩🟨,,🟩🟩⬛,
2025-05-30,729,3,,,,30138.0,,🟩🟩⬛️,,🟩⬛⬛,,29412.0,,🟩⬛️⬛️,,🟩🟩⬛,
2025-05-30,729,4,,,,30138.0,,🟩🟩⬛️,,🟩🟨⬛,,29412.0,,🟩🟨⬛️,,🟩⬛⬛,
2025-05-30,729,5,,,,30138.0,,⬛️⬛️⬛️,,🟨⬛️⬛️,,29412.0,,⬛️⬛️⬛️,,⬛️⬛️⬛️,
2025-06-02,732,1,,,,32917.0,,🟩🟩🟨,,🟩🟩🟨,,,,,,,
2025-06-02,732,2,,,,32917.0,,🟩⬛️⬛️,,🟩🟩🟨,,,,,,,
2025-06-02,732,3,,,,32917.0,,🟩🟨⬛️,,⬛️⬛️⬛️,,,,,,,
2025-06-02,732,4,,,,32917.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-06-02,732,5,,,,32917.0,,🟩🟩⬛️,,⬛️⬛️⬛️,,,,,,,
2025-06-03,733,1,,,,44011.0,,🟩🟩⬛️,,🟩🟩🟩,,41875.0,,🟨⬛️⬛️,,🟩🟨⬛,
2025-06-03,733,2,,,,44011.0,,🟩🟩🟩,,🟩🟩🟨,,41875.0,,🟩🟩🟩,,🟩🟩🟨,
2025-06-03,733,3,,,,44011.0,,🟩⬛️⬛️,,🟩⬛⬛,,41875.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-06-03,733,4,,,,44011.0,,🟩🟩🟩,,🟩🟨⬛,,41875.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-06-03,733,5,,,,44011.0,,🟩🟩🟨,,🟩🟩🟩,,41875.0,,🟩🟩🟨,,🟩🟩🟩,
2025-06-05,735,1,,,,39488.0,,🟩🟩🟨,,🟩🟩🟨,,,,,,,
2025-06-05,735,2,,,,39488.0,,🟩🟩🟨,,🟨⬛️⬛️,,,,,,,
2025-06-05,735,3,,,,39488.0,,🟩🟩🟨,,🟩🟩🟨,,,,,,,
2025-06-05,735,4,,,,39488.0,,🟩🟩🟨,,🟩🟩⬛,,,,,,,
2025-06-05,735,5,,,,39488.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-06-06,736,1,,,,46318.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-06-06,736,2,,,,46318.0,,🟩🟨⬛️,,🟩🟩🟨,,,,,,,
2025-06-06,736,3,,,,46318.0,,🟩🟩🟨,,🟩🟩🟨,,,,,,,
2025-06-06,736,4,,,,46318.0,,🟩⬛️⬛️,,🟩🟨⬛,,,,,,,
2025-06-06,736,5,,,,46318.0,,🟩🟩🟩,,🟩🟩🟨,,,,,,,
2025-06-10,740,1,,,,31963.0,,🟩🟩🟨,,🟩⬛⬛,,26870.0,,🟩🟩🟨,,🟩🟨⬛,
2025-06-10,740,2,,,,31963.0,,🟨⬛️⬛️,,⬛️⬛️⬛️,,26870.0,,🟨⬛️⬛️,,⬛️⬛️⬛️,
2025-06-10,740,3,,,,31963.0,,🟩🟩🟨,,🟩⬛⬛,,26870.0,,🟩🟩🟩,,🟩⬛⬛,
2025-06-10,740,4,,,,31963.0,,🟩🟩⬛️,,🟩⬛⬛,,26870.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,
2025-06-10,740,5,,,,31963.0,,🟩🟩🟨,,🟩🟨⬛,,26870.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-06-13,743,1,,,,42375.0,,🟩🟩🟩,,🟩🟩🟩,,41205.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-06-13,743,2,,,,42375.0,,🟩🟩🟨,,🟩🟩🟩,,41205.0,,🟩🟩🟨,,🟩🟩🟩,
2025-06-13,743,3,,,,42375.0,,🟩🟩🟨,,🟩🟨⬛,,41205.0,,⬛️⬛️⬛️,,🟩🟩🟨,
2025-06-13,743,4,,,,42375.0,,🟩🟩🟨,,🟩🟩🟨,,41205.0,,🟩🟩🟨,,🟩🟩⬛,
2025-06-13,743,5,,,,42375.0,,🟩🟨⬛️,,⬛️⬛️⬛️,,41205.0,,🟩🟨⬛️,,🟩🟨⬛,
2025-06-17,747,1,,,,37545.0,,🟩🟩🟨,,🟩🟩🟨,,32252.0,,🟩🟩🟨,,🟩⬛⬛,
2025-06-17,747,2,,,,37545.0,,🟩⬛️⬛️,,🟩⬛⬛,,32252.0,,🟩⬛️⬛️,,🟨⬛️⬛️,
2025-06-17,747,3,,,,37545.0,,🟩⬛️⬛️,,🟩⬛⬛,,32252.0,,🟩🟩🟨,,🟩⬛⬛,
2025-06-17,747,4,,,,37545.0,,🟨⬛️⬛️,,🟩🟨⬛,,32252.0,,🟨⬛️⬛️,,🟩⬛⬛,
2025-06-17,747,5,,,,37545.0,,🟩⬛️⬛️,,🟩🟩🟨,,32252.0,,🟩⬛️⬛️,,🟩🟨⬛,
2025-06-18,748,1,,,,28773.0,,🟨⬛️⬛️,,🟩🟨⬛,,,,,,,
2025-06-18,748,2,,,,28773.0,,🟩🟨⬛️,,🟩🟨⬛,,,,,,,
2025-06-18,748,3,,,,28773.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-06-18,748,4,,,,28773.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-06-18,748,5,,,,28773.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-07-14,774,1,,,,45520.0,,🟩🟩🟩,,🟩🟩🟨,,35944.0,,⬛️⬛️⬛️,,🟩🟩🟨,
2025-07-14,774,2,,,,45520.0,,🟩⬛️⬛️,,🟩🟨⬛,,35944.0,,🟩⬛️⬛️,,🟩🟨⬛,
2025-07-14,774,3,,,,45520.0,,🟩🟩🟨,,🟩🟩🟨,,35944.0,,🟩🟩🟨,,🟩🟩🟨,
2025-07-14,774,4,,,,45520.0,,🟩🟩🟨,,🟩🟨⬛,,35944.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-07-14,774,5,,,,45520.0,,🟩🟩🟨,,🟩🟩🟨,,35944.0,,🟩⬛️⬛️,,🟩🟩🟩,
2025-07-15,775,1,,,,37339.0,,🟩🟩🟨,,🟩⬛⬛,,27789.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-15,775,2,,,,37339.0,,🟩⬛️⬛️,,🟩🟩⬛,,27789.0,,⬛️⬛️⬛️,,🟩🟨⬛,
2025-07-15,775,3,,,,37339.0,,🟩🟩⬛️,,🟩🟩🟨,,27789.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-15,775,4,,,,37339.0,,🟩🟩🟨,,🟩⬛⬛,,27789.0,,⬛️⬛️⬛️,,🟩⬛⬛,
2025-07-15,775,5,,,,37339.0,,🟩🟩🟩,,⬛️⬛️⬛️,,27789.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-07-16,776,1,,,,35602.0,,⬛️⬛️⬛️,,🟩🟨⬛,,40918.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-07-16,776,2,,,,35602.0,,🟩🟩🟨,,🟩⬛⬛,,40918.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-16,776,3,,,,35602.0,,🟩🟩🟨,,🟩⬛⬛,,40918.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-16,776,4,,,,35602.0,,🟩🟩⬛️,,🟩🟨⬛,,40918.0,,🟨⬛️⬛️,,🟩🟩🟨,
2025-07-16,776,5,,,,35602.0,,🟩🟩⬛️,,🟩🟩🟩,,40918.0,,🟩🟩⬛️,,🟩🟩🟩,
2025-07-17,777,1,,,,30734.0,,🟩🟨⬛️,,🟩🟩🟨,,,,,,,
2025-07-17,777,2,,,,30734.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-07-17,777,3,,,,30734.0,,🟩⬛️⬛️,,🟩⬛⬛,,,,,,,
2025-07-17,777,4,,,,30734.0,,⬛️⬛️⬛️,,🟩🟨⬛,,,,,,,
2025-07-17,777,5,,,,30734.0,,🟩🟨⬛️,,🟩🟨⬛,,,,,,,
2025-07-21,781,1,,,,35703.0,,🟩🟩🟩,,🟩🟩🟨,,34751.0,,🟩🟩🟩,,🟩🟨⬛,
2025-07-21,781,2,,,,35703.0,,🟩⬛️⬛️,,🟩⬛⬛,,34751.0,,🟩🟨⬛️,,⬛️⬛️⬛️,
2025-07-21,781,3,,,,35703.0,,🟩🟩🟨,,🟩⬛⬛,,34751.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-21,781,4,,,,35703.0,,🟨⬛️⬛️,,⬛️⬛️⬛️,,34751.0,,⬛️⬛️⬛️,,🟩🟩⬛,
2025-07-21,781,5,,,,35703.0,,🟩🟩🟩,,🟩🟩🟨,,34751.0,,🟩🟩🟩,,🟩🟩🟩,
2025-07-23,783,1,,,,41050.0,,🟩⬛️⬛️,,🟩🟨⬛,,33182.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-07-23,783,2,,,,41050.0,,🟩🟩🟨,,🟩🟨⬛,,33182.0,,🟨⬛️⬛️,,🟩⬛⬛,
2025-07-23,783,3,,,,41050.0,,🟩⬛️⬛️,,🟩🟨⬛,,33182.0,,🟩🟩🟨,,🟨⬛️⬛️,
2025-07-23,783,4,,,,41050.0,,🟩🟩🟨,,🟩🟩🟨,,33182.0,,🟩🟩🟨,,🟩🟨⬛,
2025-07-23,783,5,,,,41050.0,,🟩🟩🟨,,🟩⬛⬛,,33182.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-24,784,1,,,,43266.0,,🟩🟩🟨,,🟩🟩🟩,,36463.0,,🟩🟩🟨,,🟩🟩🟨,
2025-07-24,784,2,,,,43266.0,,🟩🟩🟨,,🟩🟩🟨,,36463.0,,🟩🟩🟨,,🟩🟨⬛,
2025-07-24,784,3,,,,43266.0,,🟩⬛️⬛️,,🟨⬛️⬛️,,36463.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-07-24,784,4,,,,43266.0,,🟩🟩🟨,,🟩🟩🟨,,36463.0,,🟩⬛️⬛️,,🟩🟩⬛,
2025-07-24,784,5,,,,43266.0,,🟩⬛️⬛️,,🟩🟩🟩,,36463.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,
2025-07-28,788,1,,,,42307.0,,🟩🟩🟩,,🟩🟩🟨,,,,,,,
2025-07-28,788,2,,,,42307.0,,🟩⬛️⬛️,,🟩⬛⬛,,,,,,,
2025-07-28,788,3,,,,42307.0,,🟩🟩🟨,,🟩⬛⬛,,,,,,,
2025-07-28,788,4,,,,42307.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-07-28,788,5,,,,42307.0,,🟩🟩🟨,,🟩🟩⬛,,,,,,,
2025-07-29,789,1,,,,37749.0,,🟩🟩🟩,,🟩🟩🟩,,,,,,,
2025-07-29,789,2,,,,37749.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-07-29,789,3,,,,37749.0,,🟩🟩🟨,,⬛️⬛️⬛️,,,,,,,
2025-07-29,789,4,,,,37749.0,,🟩🟩🟨,,🟩⬛⬛,,,,,,,
2025-07-29,789,5,,,,37749.0,,🟨⬛️⬛️,,🟩⬛⬛,,,,,,,
2025-07-30,790,1,,,,38760.0,,🟩🟩🟨,,🟩🟨⬛,,36297.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-30,790,2,,,,38760.0,,🟩🟩🟨,,🟩🟨⬛,,36297.0,,🟩🟩🟨,,🟨⬛️⬛️,
2025-07-30,790,3,,,,38760.0,,🟩🟩🟨,,🟩⬛⬛,,36297.0,,🟩🟩🟨,,🟩⬛⬛,
2025-07-30,790,4,,,,38760.0,,🟩🟩⬛️,,🟩⬛⬛,,36297.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-07-30,790,5,,,,38760.0,,🟩🟩🟨,,🟩⬛⬛,,36297.0,,🟩🟩🟨,,🟩🟩⬛,
2025-07-31,791,1,,,,37691.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,,,,,,,
2025-07-31,791,2,,,,37691.0,,🟩🟩🟨,,🟩🟨⬛,,,,,,,
2025-07-31,791,3,,,,37691.0,,🟩🟩🟨,,🟩⬛⬛,,,,,,,
2025-07-31,791,4,,,,37691.0,,🟩⬛️⬛️,,🟩🟨⬛,,,,,,,
2025-07-31,791,5,,,,37691.0,,🟩🟩🟩,,🟩🟩🟨,,,,,,,
2025-08-04,795,1,,,,43943.0,,🟩🟩🟨,,🟩🟩🟩,,43787.0,,🟩🟩🟨,,🟩🟩🟩,
2025-08-04,795,2,,,,43943.0,,🟩⬛️⬛️,,🟩⬛⬛,,43787.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-08-04,795,3,,,,43943.0,,🟩🟩🟨,,🟩🟩⬛,,43787.0,,🟩🟩🟨,,🟩🟨⬛,
2025-08-04,795,4,,,,43943.0,,🟩🟩🟩,,🟩🟩⬛,,43787.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-04,795,5,,,,43943.0,,🟩🟩🟨,,🟩🟨⬛,,43787.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-05,796,1,,,,39153.0,,🟩🟩⬛️,,⬛️⬛️⬛️,,,,,,,
2025-08-05,796,2,,,,39153.0,,🟩🟩🟨,,🟩🟩⬛,,,,,,,
2025-08-05,796,3,,,,39153.0,,🟩🟩🟨,,🟩🟩⬛,,,,,,,
2025-08-05,796,4,,,,39153.0,,🟩⬛️⬛️,,🟩⬛⬛,,,,,,,
2025-08-05,796,5,,,,39153.0,,🟩🟩🟨,,🟩🟩🟨,,,,,,,
2025-08-06,797,1,,,,40072.0,,🟩⬛️⬛️,,🟩⬛⬛,,,,,,,
2025-08-06,797,2,,,,40072.0,,🟩🟩🟨,,🟨⬛️⬛️,,,,,,,
2025-08-06,797,3,,,,40072.0,,🟩🟩🟨,,🟩🟩🟩,,,,,,,
2025-08-06,797,4,,,,40072.0,,🟩🟩🟨,,🟩🟨⬛,,,,,,,
2025-08-06,797,5,,,,40072.0,,🟩🟩🟨,,🟩🟩⬛,,,,,,,
2025-08-07,798,1,,,,39232.0,,🟩🟩🟩,,🟩🟩🟩,,40334.0,,🟩🟩🟩,,🟩🟩🟨,
2025-08-07,798,2,,,,39232.0,,🟩🟩🟨,,🟩🟨⬛,,40334.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-07,798,3,,,,39232.0,,🟩🟩🟨,,🟩⬛⬛,,40334.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-08-07,798,4,,,,39232.0,,🟩🟩🟨,,🟨⬛️⬛️,,40334.0,,🟩🟩🟨,,🟩🟨⬛,
2025-08-07,798,5,,,,39232.0,,🟩🟩🟨,,🟩⬛⬛,,40334.0,,🟩🟩🟨,,🟩🟨⬛,
2025-08-08,799,1,,,,44307.0,,🟩🟩🟨,,🟩⬛⬛,,40790.0,,⬛️⬛️⬛️,,🟩🟩⬛,
2025-08-08,799,2,,,,44307.0,,🟩⬛️⬛️,,🟩🟩🟨,,40790.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-08-08,799,3,,,,44307.0,,🟩🟩🟨,,🟩🟩🟨,,40790.0,,⬛️⬛️⬛️,,🟩🟩🟩,
2025-08-08,799,4,,,,44307.0,,🟩🟩🟨,,🟩🟨⬛,,40790.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-08,799,5,,,,44307.0,,🟩🟩🟨,,🟩🟩🟨,,40790.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-11,802,1,,,,48360.0,,🟩🟩🟩,,🟩🟩🟨,,38391.0,,🟩🟩🟨,,🟩🟩🟨,
2025-08-11,802,2,,,,48360.0,,🟩🟩🟨,,🟩🟩🟩,,38391.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-11,802,3,,,,48360.0,,🟩🟩🟨,,🟩🟩🟨,,38391.0,,🟨⬛️⬛️,,🟩🟨⬛,
2025-08-11,802,4,,,,48360.0,,🟩🟩🟨,,🟩🟩🟨,,38391.0,,🟩🟩🟨,,🟩🟩🟩,
2025-08-11,802,5,,,,48360.0,,🟩🟩🟨,,🟩🟨⬛,,38391.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-08-12,803,1,,,,47202.0,,🟩🟩⬛️,,🟩🟩⬛,,37662.0,,🟩🟩🟨,,🟩🟩🟩,
2025-08-12,803,2,,,,47202.0,,🟩🟩🟨,,🟩🟩🟩,,37662.0,,🟩⬛️⬛️,,🟩🟩🟩,
2025-08-12,803,3,,,,47202.0,,🟩🟩🟨,,🟩🟩🟨,,37662.0,,⬛️⬛️⬛️,,🟩🟩🟨,
2025-08-12,803,4,,,,47202.0,,🟩🟩🟨,,🟩🟩🟨,,37662.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-08-12,803,5,,,,47202.0,,🟩🟩🟨,,🟩🟨⬛,,37662.0,,🟩🟩⬛️,,⬛️⬛️⬛️,
2025-08-13,804,1,,,,40484.0,,🟩⬛️⬛️,,🟩🟩🟨,,44463.0,,🟩🟩🟩,,🟩🟩⬛,
2025-08-13,804,2,,,,40484.0,,🟩🟩🟨,,🟩🟩🟩,,44463.0,,🟩🟩🟩,,🟩🟩🟩,
2025-08-13,804,3,,,,40484.0,,🟩🟩🟨,,⬛️⬛️⬛️,,44463.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-13,804,4,,,,40484.0,,🟩🟩🟩,,🟩⬛⬛,,44463.0,,🟩🟩🟩,,🟩⬛⬛,
2025-08-13,804,5,,,,40484.0,,🟩🟩⬛️,,🟩🟩🟩,,44463.0,,🟩🟨⬛️,,🟩🟩⬛,
2025-08-14,805,1,,,,31547.0,,🟩🟨⬛️,,🟩⬛⬛,,33849.0,,🟩🟨⬛️,,⬛️⬛️⬛️,
2025-08-14,805,2,,,,31547.0,,🟩🟩🟨,,🟩🟨⬛,,33849.0,,🟩⬛️⬛️,,🟩🟩⬛,
2025-08-14,805,3,,,,31547.0,,🟩🟩🟨,,🟩⬛⬛,,33849.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-08-14,805,4,,,,31547.0,,🟩🟩🟨,,🟨⬛️⬛️,,33849.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-14,805,5,,,,31547.0,,⬛️⬛️⬛️,,🟩🟨⬛,,33849.0,,⬛️⬛️⬛️,,🟩⬛⬛,
2025-08-15,806,1,,,,45451.0,,🟩🟩🟨,,🟩🟩⬛,,38448.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-15,806,2,,,,45451.0,,🟩🟩🟨,,🟩🟩🟨,,38448.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-15,806,3,,,,45451.0,,🟩🟩🟨,,🟩⬛⬛,,38448.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-15,806,4,,,,45451.0,,🟩🟩🟨,,🟩🟩🟨,,38448.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-15,806,5,,,,45451.0,,🟩🟩🟨,,🟩🟩⬛,,38448.0,,🟩🟩🟩,,🟩⬛⬛,
2025-08-19,810,1,,,,33625.0,,🟩🟩🟨,,🟩🟩🟩,,36696.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-19,810,2,,,,33625.0,,🟩🟨⬛️,,🟩⬛⬛,,36696.0,,🟨⬛️⬛️,,🟩🟩🟨,
2025-08-19,810,3,,,,33625.0,,🟩🟩🟨,,⬛️⬛️⬛️,,36696.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-19,810,4,,,,33625.0,,⬛️⬛️⬛️,,🟩🟩🟩,,36696.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-19,810,5,,,,33625.0,,⬛️⬛️⬛️,,🟩🟩🟨,,36696.0,,🟨⬛️⬛️,,🟩🟩⬛,
2025-08-20,811,1,,,,45178.0,,🟩🟩🟨,,🟩🟩⬛,,36938.0,,🟩🟩🟨,,⬛️⬛️⬛️,
2025-08-20,811,2,,,,45178.0,,🟩🟩🟨,,🟩🟩🟨,,36938.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-20,811,3,,,,45178.0,,🟩🟩🟨,,🟩⬛⬛,,36938.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-20,811,4,,,,45178.0,,🟩⬛️⬛️,,🟩🟩⬛,,36938.0,,🟩🟨⬛️,,🟩🟨⬛,
2025-08-20,811,5,,,,45178.0,,🟩🟩🟩,,🟩🟩🟨,,36938.0,,🟩🟩🟩,,🟩⬛⬛,
2025-08-26,817,1,,,,40396.0,,🟩🟩🟨,,🟩🟩🟨,,41463.0,,🟩🟩🟨,,🟩🟩⬛,
2025-08-26,817,2,,,,40396.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,,41463.0,,🟩⬛️⬛️,,🟩🟩🟨,
2025-08-26,817,3,,,,40396.0,,🟩🟩🟨,,🟩🟩🟩,,41463.0,,🟨⬛️⬛️,,🟩🟩🟩,
2025-08-26,817,4,,,,40396.0,,🟩🟨⬛️,,🟩🟨⬛,,41463.0,,🟩🟨⬛️,,🟩🟨⬛,
2025-08-26,817,5,,,,40396.0,,🟩🟩🟩,,🟩🟨⬛,,41463.0,,🟩🟩🟩,,🟩⬛⬛,
2025-08-27,818,1,,,,45153.0,,🟩🟩🟨,,🟩🟩🟩,,38707.0,,🟩🟩🟨,,🟩🟩🟨,
2025-08-27,818,2,,,,45153.0,,🟩🟩🟨,,🟩🟨⬛,,38707.0,,🟩🟩🟨,,🟩🟨⬛,
2025-08-27,818,3,,,,45153.0,,🟩🟩🟨,,🟩🟩⬛,,38707.0,,🟩🟨⬛️,,🟩⬛⬛,
2025-08-27,818,4,,,,45153.0,,🟩⬛️⬛️,,🟩🟩⬛,,38707.0,,🟩🟩🟨,,🟩⬛⬛,
2025-08-27,818,5,,,,45153.0,,🟩🟨⬛️,,🟩🟨⬛,,38707.0,,⬛️⬛️⬛️,,🟩🟩⬛,
2025-08-28,819,1,,,,34499.0,,🟩🟨⬛️,,🟩⬛⬛,,29002.0,,⬛️⬛️⬛️,,🟩🟨⬛,
2025-08-28,819,2,,,,34499.0,,🟩🟩🟨,,🟩🟩🟨,,29002.0,,🟩🟩🟨,,🟩🟩🟨,
2025-08-28,819,3,,,,34499.0,,🟩🟩🟨,,🟩🟩🟨,,29002.0,,⬛️⬛️⬛️,,🟩⬛⬛,
2025-08-28,819,4,,,,34499.0,,⬛️⬛️⬛️,,🟩⬛⬛,,29002.0,,⬛️⬛️⬛️,,🟩⬛⬛,
2025-08-28,819,5,,,,34499.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,,29002.0,,🟨⬛️⬛️,,🟩🟩⬛,
2025-08-29,820,1,,,,41071.0,,🟩🟩🟨,,🟩🟩🟩,,45579.0,,🟩🟩🟨,,🟩🟩🟩,
2025-08-29,820,2,,,,41071.0,,🟩🟩🟨,,🟩🟩🟨,,45579.0,,🟩🟩🟨,,🟩🟩🟨,
2025-08-29,820,3,,,,41071.0,,🟩🟩🟨,,🟩⬛⬛,,45579.0,,🟩🟩🟨,,🟩🟨⬛,
2025-08-29,820,4,,,,41071.0,,🟩🟨⬛️,,🟩⬛⬛,,45579.0,,🟩🟨⬛️,,🟩🟩🟨,
2025-08-29,820,5,,,,41071.0,,🟩🟩🟩,,🟩⬛⬛,,45579.0,,🟩🟩🟨,,🟩🟨⬛,
2025-09-03,825,1,,,,42099.0,,🟩🟩🟨,,🟩🟨⬛,,42833.0,,🟩🟩🟨,,🟩🟩🟩,
2025-09-03,825,2,,,,42099.0,,🟩⬛️⬛️,,🟩🟨⬛,,42833.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-03,825,3,,,,42099.0,,🟩🟩🟨,,🟩🟩🟨,,42833.0,,🟩🟩🟨,,🟩🟨⬛,
2025-09-03,825,4,,,,42099.0,,🟩🟩🟨,,🟩⬛⬛,,42833.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-03,825,5,,,,42099.0,,🟩🟩🟨,,🟩🟨⬛,,42833.0,,🟩⬛️⬛️,,🟩⬛⬛,
2025-09-04,826,1,,,,40807.0,,🟩🟩⬛️,,🟩🟩🟨,,,,,,,
2025-09-04,826,2,,,,40807.0,,🟩⬛️⬛️,,🟩🟨⬛,,,,,,,
2025-09-04,826,3,,,,40807.0,,🟩🟩🟨,,🟩🟩⬛,,,,,,,
2025-09-04,826,4,,,,40807.0,,🟩🟩🟨,,🟩🟨⬛,,,,,,,
2025-09-04,826,5,,,,40807.0,,🟩🟩🟨,,🟨⬛️⬛️,,,,,,,
2025-09-05,827,1,,,,37575.0,,🟩🟨⬛️,,🟩⬛⬛,,33235.0,,🟩🟩🟨,,🟩⬛⬛,
2025-09-05,827,2,,,,37575.0,,🟩🟩🟨,,🟩🟩⬛,,33235.0,,🟩🟩🟨,,🟩🟩⬛,
2025-09-05,827,3,,,,37575.0,,🟨⬛️⬛️,,🟩🟩🟩,,33235.0,,🟨⬛️⬛️,,🟩🟨⬛,
2025-09-05,827,4,,,,37575.0,,🟩🟩🟨,,🟩🟩⬛,,33235.0,,⬛️⬛️⬛️,,🟩⬛⬛,
2025-09-05,827,5,,,,37575.0,,🟩⬛️⬛️,,⬛️⬛️⬛️,,33235.0,,🟩⬛️⬛️,,🟩🟨⬛,
